id,artist_id,song_id
255,22,8540
256,22,683
257,22,9126
258,22,9128
259,22,9129
260,22,11950
261,22,17038
262,22,18247
263,22,21340
264,22,7687
265,22,32068
266,22,25234
267,22,3439
268,22,25238
269,22,25240
270,22,25241
271,22,25242
272,22,25243
273,22,25246
274,22,25248
275,22,25249
276,22,25250
277,22,25251
278,22,25252
279,22,25253
280,22,25254
281,22,25255
282,22,25256
283,22,25257
284,22,25276
285,22,25277
286,22,26262
287,22,3429
288,22,32050
289,22,32051
290,22,32052
291,22,32053
292,22,32054
293,22,32055
294,22,32057
295,22,32070
296,22,32071
297,22,32072
298,22,32073
299,22,32075
300,22,32077
301,22,32079
302,22,32081
303,22,32084
304,22,32086
305,22,32087
306,22,32088
307,22,32089
308,22,32090
309,22,32951
310,22,34042
311,23,3014
312,23,7114
313,23,33527
314,23,34937
315,23,34939
316,24,783
317,24,35125
318,25,1493
319,25,1497
320,25,1922
321,25,2500
322,25,2501
323,25,2507
324,25,2514
325,25,2519
326,25,2984
327,25,2985
328,25,2988
329,25,2990
330,25,2991
331,25,3137
332,25,9449
333,25,3371
334,25,3373
335,25,3374
336,25,3375
337,25,3378
338,25,5149
339,25,5159
340,25,5254
341,25,5255
342,25,5256
343,25,5263
344,25,5269
345,25,5291
346,25,5299
347,25,5612
348,25,8268
349,25,8462
350,25,8463
351,25,8464
352,25,8466
353,25,8796
354,25,9238
355,25,9259
356,25,9265
357,25,9266
358,25,9274
359,25,9635
360,25,9814
361,25,34049
362,25,35025
363,25,35023
364,25,35024
365,25,34048
366,25,35026
367,25,35027
368,25,35028
369,25,35021
370,25,35022
371,26,702
372,26,725
373,26,775
374,26,797
375,26,798
376,26,799
377,26,800
378,26,801
379,26,802
380,26,803
381,26,804
382,26,805
383,26,806
384,26,807
385,26,1212
386,26,1902
387,26,2598
388,26,2692
389,26,2905
390,26,3134
391,26,3666
392,26,3698
393,26,3699
394,26,3700
395,26,3701
396,26,3702
397,26,3703
398,26,3704
399,26,3705
400,26,3706
401,26,3707
402,26,3713
403,26,3714
404,26,3715
405,26,3716
406,26,3717
407,26,3718
408,26,3719
409,26,3720
410,26,3934
411,26,3936
412,26,3937
413,26,3938
414,26,3939
415,26,3940
416,26,3941
417,26,3942
418,26,3943
419,26,3944
420,26,3945
421,26,4502
422,26,5613
423,26,5925
424,26,5926
425,26,5927
426,26,5928
427,26,5929
428,26,5930
429,26,5931
430,26,5932
431,26,5933
432,26,5934
433,26,7456
434,26,7689
435,26,8523
436,26,8854
437,26,9175
438,26,9490
439,26,11496
440,26,13760
441,26,13761
442,26,17093
443,26,17095
444,26,17096
445,26,17283
446,26,18871
447,26,18872
448,26,24630
449,26,27322
450,26,30554
451,26,30555
452,26,30556
453,26,30557
454,26,31609
455,26,32953
456,26,32954
457,26,34728
458,30,1901
459,30,2900
460,30,4788
461,30,8525
462,30,8526
463,30,8527
464,30,8528
465,30,8529
466,30,8530
467,30,9679
468,30,9680
469,30,9681
470,30,9682
471,30,12562
472,30,13760
473,30,18890
474,30,18891
475,30,23475
476,30,32227
477,30,34804
478,30,34810
479,31,1576
480,31,1863
481,31,2569
482,31,3044
483,31,3045
484,31,3046
485,31,3047
486,31,3048
487,31,3287
488,31,3288
489,31,3289
490,31,3290
491,31,3291
492,31,3292
493,31,3293
494,31,3294
495,31,3308
496,31,3368
497,31,3442
498,31,4633
499,31,5944
500,31,5945
501,31,6035
502,31,6187
503,31,6188
504,31,6189
505,31,9765
506,31,7769
507,31,7994
508,31,8186
509,31,8725
510,31,10232
511,31,10509
512,31,11940
513,31,12138
514,31,12700
515,31,14793
516,31,15632
517,31,17293
518,31,18642
519,31,18643
520,31,18644
521,31,18645
522,31,18648
523,31,18649
524,31,18650
525,31,18655
526,31,18656
527,31,18658
528,31,18659
529,31,19400
530,31,20313
531,31,20314
532,31,20315
533,31,20316
534,31,21429
535,31,2574
536,31,29761
537,31,30605
538,31,30606
539,31,33449
540,31,33450
541,32,900
542,32,901
543,32,902
544,32,903
545,32,904
546,32,905
547,32,906
548,32,907
549,32,908
550,32,909
551,32,910
552,32,911
553,32,912
554,32,913
555,32,915
556,32,916
557,32,917
558,32,918
559,32,919
560,32,921
561,32,922
562,32,923
563,32,924
564,32,925
565,32,926
566,32,927
567,32,928
568,32,929
569,32,930
570,32,931
571,32,3731
572,32,3732
573,32,3733
574,32,3737
575,33,945
576,33,946
577,33,948
578,33,950
579,33,951
580,33,952
581,33,953
582,33,955
583,33,956
584,33,958
585,33,960
586,33,962
587,33,963
588,33,2975
589,33,2978
590,33,8134
591,34,17
592,34,2347
593,34,2348
594,34,2349
595,34,2350
596,34,2351
597,34,2352
598,34,2353
599,34,2564
600,34,12603
601,34,4853
602,34,5419
603,34,5420
604,34,5421
605,34,7163
606,34,7171
607,34,7909
608,34,8178
609,34,8189
610,34,17627
611,34,10191
612,34,10478
613,34,10732
614,34,12203
615,34,12604
616,34,12724
617,34,13327
618,34,13711
619,34,13817
620,34,13818
621,34,13819
622,34,13820
623,34,13821
624,34,16862
625,34,16954
626,34,17025
627,34,17026
628,34,17029
629,34,17622
630,34,17623
631,34,19032
632,34,19035
633,34,20124
634,34,21259
635,34,22152
636,34,22153
637,34,22154
638,34,22157
639,34,22158
640,34,22159
641,34,22160
642,34,22161
643,34,22162
644,34,22164
645,34,22165
646,34,22166
647,34,22815
648,34,24383
649,34,24489
650,34,24598
651,34,25388
652,34,25416
653,34,25417
654,34,27191
655,34,27369
656,34,27378
657,34,27379
658,34,27442
659,34,27818
660,34,28235
661,34,29707
662,34,30193
663,35,634
664,35,1302
665,35,1329
666,35,1331
667,35,1334
668,35,1678
669,35,2530
670,35,2544
671,35,1858
672,35,2587
673,35,4058
674,36,997
675,36,1107
676,36,1287
677,36,1288
678,36,21673
679,36,21691
680,36,21692
681,36,1928
682,36,3165
683,36,3750
684,36,4739
685,36,4923
686,36,5053
687,36,5054
688,36,5055
689,36,5057
690,36,5059
691,36,5104
692,36,5105
693,36,5106
694,36,5172
695,36,6231
696,36,6233
697,36,6234
698,36,6235
699,36,6237
700,36,6239
701,36,6241
702,36,6242
703,36,6243
704,36,6244
705,36,5056
706,36,6908
707,36,8058
708,36,8059
709,36,8060
710,36,8061
711,36,8062
712,36,8064
713,36,8065
714,36,8066
715,36,8067
716,36,8068
717,36,8069
718,36,8070
719,36,8071
720,36,8072
721,36,8074
722,36,8162
723,36,8741
724,36,8742
725,36,8744
726,36,8948
727,36,9091
728,36,9093
729,36,9094
730,36,9095
731,36,9096
732,36,9097
733,36,9098
734,36,9099
735,36,9100
736,36,21661
737,36,21667
738,36,21668
739,36,21669
740,36,21675
741,36,21681
742,36,21682
743,36,21683
744,36,21684
745,36,21687
746,36,21688
747,36,1293
748,36,21693
749,36,23942
750,36,25656
751,36,25850
752,36,32191
753,36,34855
754,37,1309
755,37,1310
756,37,1311
757,37,1312
758,37,1315
759,37,1317
760,37,1143
761,37,3435
762,37,29103
763,38,1284
764,40,4009
765,40,4010
766,40,9523
767,40,9525
768,40,9526
769,40,9527
770,40,9529
771,40,9530
772,40,9620
773,40,9623
774,40,9624
775,41,187
776,41,748
777,41,932
778,41,1133
779,41,1218
780,41,1221
781,41,1224
782,41,1233
783,41,1234
784,41,1235
785,41,1244
786,41,1245
787,41,1249
788,41,2774
789,41,2939
790,41,3427
791,41,3843
792,41,5810
793,41,5999
794,41,2745
795,41,7314
796,41,7317
797,41,7320
798,41,7334
799,41,2743
800,41,7336
801,41,7337
802,41,7338
803,41,8080
804,41,1884
805,41,8636
806,41,8858
807,41,9124
808,41,9125
809,41,9127
810,41,9129
811,41,9484
812,41,9489
813,41,9490
814,41,9088
815,41,9089
816,41,2739
817,41,16093
818,41,2742
819,41,2746
820,41,28079
821,41,34389
822,44,1139
823,44,1140
824,44,6895
825,44,2357
826,44,2363
827,44,14235
828,44,11253
829,44,11252
830,44,11254
831,44,11255
832,44,11258
833,44,11259
834,44,11260
835,44,16553
836,44,26264
837,44,26266
838,44,26268
839,44,26265
840,44,32393
841,44,32394
842,44,32638
843,45,136
844,45,137
845,45,184
846,45,205
847,45,210
848,45,214
849,45,222
850,45,302
851,45,305
852,45,437
853,45,460
854,45,505
855,45,613
856,45,614
857,45,750
858,45,789
859,45,17997
860,45,845
861,45,859
862,45,860
863,45,894
864,45,933
865,45,935
866,45,944
867,45,1097
868,45,1102
869,45,1110
870,45,1111
871,45,1112
872,45,1113
873,45,1114
874,45,1115
875,45,1116
876,45,1117
877,45,1118
878,45,1119
879,45,1120
880,45,1121
881,45,1122
882,45,1123
883,45,1196
884,45,1197
885,45,1198
886,45,1199
887,45,1200
888,45,1201
889,45,1202
890,45,1203
891,45,1204
892,45,1524
893,45,1525
894,45,1526
895,45,1527
896,45,1528
897,45,1529
898,45,1530
899,45,1531
900,45,1532
901,45,1533
902,45,1534
903,45,1568
904,45,1834
905,45,2278
906,45,2319
907,45,2320
908,45,2321
909,45,2323
910,45,2381
911,45,2387
912,45,2789
913,45,2790
914,45,2791
915,45,2792
916,45,2793
917,45,2794
918,45,2795
919,45,2796
920,45,2797
921,45,2798
922,45,2799
923,45,3049
924,45,3050
925,45,3051
926,45,3201
927,45,3202
928,45,3203
929,45,3204
930,45,3765
931,45,3766
932,45,3767
933,45,3768
934,45,3770
935,45,3771
936,45,3772
937,45,3773
938,45,3774
939,45,3775
940,45,3776
941,45,3777
942,45,3778
943,45,3779
944,45,3780
945,45,3781
946,45,5685
947,45,5834
948,45,7511
949,45,7604
950,45,8452
951,45,8453
952,45,8454
953,45,8455
954,45,10878
955,45,12123
956,45,2748
957,45,14306
958,45,14815
959,45,15709
960,45,29308
961,45,32786
962,48,684
963,48,693
964,48,707
965,48,1144
966,48,1364
967,48,1368
968,48,1375
969,48,1480
970,48,3670
971,48,3671
972,48,3672
973,48,3673
974,48,3674
975,48,3675
976,48,3935
977,48,21611
978,48,8260
979,48,6181
980,48,6413
981,48,6414
982,48,8261
983,48,8667
984,48,9978
985,48,10017
986,48,10083
987,48,10085
988,48,10089
989,48,10016
990,48,10149
991,48,10150
992,48,10151
993,48,10152
994,48,11512
995,48,12608
996,48,12649
997,48,12706
998,48,12709
999,48,13408
1000,48,13409
1001,48,13410
1002,48,13411
1003,48,13412
1004,48,13413
1005,48,13414
1006,48,13415
1007,48,13416
1008,48,13417
1009,48,13805
1010,48,13804
1011,48,13807
1012,48,13806
1013,48,14762
1014,48,15488
1015,48,15615
1016,48,16609
1017,48,17002
1018,48,17003
1019,48,17889
1020,48,20296
1021,48,20815
1022,48,20817
1023,48,20818
1024,48,21506
1025,48,21612
1026,48,21616
1027,48,21997
1028,48,22011
1029,48,22013
1030,48,22014
1031,48,22015
1032,48,22017
1033,48,13802
1034,48,24562
1035,48,24564
1036,48,34355
1037,48,26295
1038,48,26296
1039,48,26448
1040,48,26449
1041,48,28705
1042,48,29315
1043,48,30550
1044,48,31041
1045,48,31071
1046,48,34793
1047,48,34794
1048,48,34795
1049,48,34796
1050,48,34823
1051,48,34825
1052,49,1419
1053,49,1420
1054,49,1421
1055,49,1422
1056,49,1423
1057,49,1424
1058,49,1425
1059,49,1426
1060,49,1427
1061,49,1428
1062,49,1429
1063,49,1430
1064,49,7783
1065,49,9824
1066,49,33684
1067,51,1444
1068,51,1446
1069,51,1453
1070,51,1454
1071,51,1456
1072,51,1716
1073,51,2912
1074,51,1935
1075,51,8260
1076,51,5716
1077,51,7551
1078,51,7986
1079,51,8083
1080,51,8089
1081,51,8096
1082,51,8102
1083,51,8110
1084,51,8114
1085,51,8078
1086,51,8319
1087,51,16836
1088,51,8805
1089,51,9476
1090,51,9537
1091,51,9538
1092,51,9540
1093,51,9542
1094,51,9543
1095,51,9726
1096,51,9729
1097,51,7992
1098,51,9731
1099,51,9774
1100,51,9929
1101,51,12666
1102,51,26304
1103,51,35104
1104,56,4033
1105,56,11782
1106,56,12891
1107,56,13696
1108,56,10261
1109,57,965
1110,57,1587
1111,57,1588
1112,57,1589
1113,57,1591
1114,57,1592
1115,57,1593
1116,57,1595
1117,57,1596
1118,57,1864
1119,57,1867
1120,57,1868
1121,57,1871
1122,57,2696
1123,57,2697
1124,57,2698
1125,57,2920
1126,57,4063
1127,57,4081
1128,57,4708
1129,57,4712
1130,57,4713
1131,57,4714
1132,57,4715
1133,57,4716
1134,57,4717
1135,57,4720
1136,57,4721
1137,57,4722
1138,57,4723
1139,57,4724
1140,57,4726
1141,57,4727
1142,57,4731
1143,57,4732
1144,57,4733
1145,57,4740
1146,57,7055
1147,57,7382
1148,57,7632
1149,57,7690
1150,57,7933
1151,57,7979
1152,57,9766
1153,57,10296
1154,57,10297
1155,57,10298
1156,57,10519
1157,57,10958
1158,57,10959
1159,57,10964
1160,57,13566
1161,57,16003
1162,57,16035
1163,57,16626
1164,57,16677
1165,57,16678
1166,57,17796
1167,57,21610
1168,57,21795
1169,57,22119
1170,57,22425
1171,57,22970
1172,57,22972
1173,57,22973
1174,57,23721
1175,57,27316
1176,57,28440
1177,57,30884
1178,57,31072
1179,58,1606
1180,58,1597
1181,58,1607
1182,58,2383
1183,60,607
1184,60,1092
1185,60,31657
1186,60,1722
1187,60,1723
1188,60,1772
1189,60,2286
1190,60,2288
1191,60,2428
1192,60,2434
1193,60,2435
1194,60,5384
1195,60,6769
1196,60,6770
1197,60,7559
1198,60,7839
1199,60,7842
1200,60,9363
1201,60,18252
1202,62,1671
1203,63,7652
1204,63,7647
1205,63,7655
1206,63,7649
1207,63,7648
1208,63,7650
1209,63,12664
1210,64,3327
1211,64,12772
1212,65,7761
1213,65,9480
1214,73,1642
1215,73,1643
1216,73,1645
1217,73,1646
1218,73,1647
1219,77,691
1220,77,1684
1221,77,5072
1222,77,5073
1223,77,5074
1224,77,5075
1225,77,8173
1226,77,8765
1227,77,9572
1228,77,15206
1229,77,18097
1230,77,18098
1231,77,23589
1232,77,24038
1233,77,25757
1234,77,25761
1235,78,7316
1236,78,10416
1237,79,1225
1238,79,2915
1239,79,4517
1240,79,4519
1241,79,4520
1242,79,4521
1243,79,7414
1244,79,9113
1245,79,9115
1246,79,9116
1247,79,9118
1248,79,9480
1249,80,1685
1250,80,1686
1251,80,1687
1252,80,1688
1253,80,1689
1254,80,1691
1255,80,1692
1256,80,1693
1257,80,2821
1258,80,2823
1259,80,2824
1260,80,2825
1261,80,2828
1262,80,2829
1263,80,2832
1264,80,2858
1265,80,2859
1266,80,2860
1267,80,2861
1268,80,6874
1269,80,6882
1270,80,6884
1271,84,23
1272,84,28
1273,84,55
1274,84,317
1275,84,1703
1276,84,6651
1277,84,6945
1278,84,7026
1279,84,8503
1280,84,9596
1281,86,1872
1282,86,1874
1283,86,1875
1284,86,4167
1285,86,1881
1286,86,1880
1287,86,4169
1288,86,4170
1289,86,4171
1290,86,4172
1291,86,6746
1292,86,6753
1293,86,6780
1294,86,6787
1295,86,6788
1296,86,6794
1297,86,6796
1298,86,6799
1299,86,6802
1300,86,6804
1301,86,6807
1302,86,6812
1303,86,6813
1304,86,6814
1305,86,6817
1306,86,1879
1307,86,6754
1308,86,32597
1309,87,768
1310,87,1279
1311,87,1457
1312,87,1458
1313,87,1460
1314,87,1461
1315,87,1462
1316,87,1463
1317,87,1464
1318,87,1753
1319,87,1911
1320,87,1912
1321,87,1913
1322,87,1914
1323,87,1915
1324,87,1916
1325,87,1917
1326,87,1918
1327,87,1919
1328,87,1920
1329,87,1921
1330,87,3341
1331,87,3342
1332,87,3343
1333,87,3344
1334,87,3345
1335,87,3346
1336,87,3347
1337,87,3348
1338,87,3349
1339,87,4506
1340,87,588
1341,87,6696
1342,87,6697
1343,87,6699
1344,87,6700
1345,87,6701
1346,87,6703
1347,87,6704
1348,87,6705
1349,87,6706
1350,87,6707
1351,87,6708
1352,87,6710
1353,87,7970
1354,87,8085
1355,87,8234
1356,87,8432
1357,87,10864
1358,87,10865
1359,87,12767
1360,87,17067
1361,87,17068
1362,87,17069
1363,87,17070
1364,87,17071
1365,87,17072
1366,87,17073
1367,87,17074
1368,87,17075
1369,87,17076
1370,87,21146
1371,87,27156
1372,87,34138
1373,87,34666
1374,88,1547
1375,88,1548
1376,88,1550
1377,88,4868
1378,88,4871
1379,88,4873
1380,88,4874
1381,88,4875
1382,88,4876
1383,88,4877
1384,96,5095
1385,98,2266
1386,106,12663
1387,106,12673
1388,106,12689
1389,106,12698
1390,107,2396
1391,107,2398
1392,107,2399
1393,107,2402
1394,108,2403
1395,108,2405
1396,108,2406
1397,108,2407
1398,108,2408
1399,108,4588
1400,108,4589
1401,108,4590
1402,108,4591
1403,108,4592
1404,108,4593
1405,108,4594
1406,108,4595
1407,108,4597
1408,108,4807
1409,108,9712
1410,108,10989
1411,108,10991
1412,108,10992
1413,108,4139
1414,108,12719
1415,108,12721
1416,108,12722
1417,108,12723
1418,108,12725
1419,108,12724
1420,108,6943
1421,108,12727
1422,108,12728
1423,108,12729
1424,108,12735
1425,108,12736
1426,108,12738
1427,108,5709
1428,108,12740
1429,108,12741
1430,108,12742
1431,108,12745
1432,108,12746
1433,108,12747
1434,108,12748
1435,108,12749
1436,108,12751
1437,108,12752
1438,108,12753
1439,108,12754
1440,108,12755
1441,108,12756
1442,108,12757
1443,108,12758
1444,108,12759
1445,108,12760
1446,108,12763
1447,108,12764
1448,108,12765
1449,108,12768
1450,108,12769
1451,108,3133
1452,108,12772
1453,108,12773
1454,108,12774
1455,108,12775
1456,108,12776
1457,108,12777
1458,108,12778
1459,108,12779
1460,108,12780
1461,108,12781
1462,108,12782
1463,108,15110
1464,108,15109
1465,108,15121
1466,108,15112
1467,108,15111
1468,108,28875
1469,108,30335
1470,109,9652
1471,109,3845
1472,110,2420
1473,110,4306
1474,110,4307
1475,110,4310
1476,110,4311
1477,110,4312
1478,110,4643
1479,110,4644
1480,110,4651
1481,110,4652
1482,110,4654
1483,110,7024
1484,110,7025
1485,110,7844
1486,110,7982
1487,113,2492
1488,113,2493
1489,113,2494
1490,113,2495
1491,113,2496
1492,113,5574
1493,113,5575
1494,113,5576
1495,113,5577
1496,113,5578
1497,113,8576
1498,113,8577
1499,113,8578
1500,113,8579
1501,113,8580
1502,113,29968
1503,113,29969
1504,113,29974
1505,113,32728
1506,115,1142
1507,115,2392
1508,115,2393
1509,115,2394
1510,115,2571
1511,115,2575
1512,115,3013
1513,115,3015
1514,115,3016
1515,115,3018
1516,115,3019
1517,115,4187
1518,115,4190
1519,115,4427
1520,115,4428
1521,115,4429
1522,115,4430
1523,115,4431
1524,115,4432
1525,115,4435
1526,115,4436
1527,115,5397
1528,115,5402
1529,115,6283
1530,115,6285
1531,115,1876
1532,115,7402
1533,115,7403
1534,115,7404
1535,115,7405
1536,115,7630
1537,115,8638
1538,115,8639
1539,115,8640
1540,115,8641
1541,115,8642
1542,115,8739
1543,115,8740
1544,115,8743
1545,115,9363
1546,115,11026
1547,115,11027
1548,115,11028
1549,115,11262
1550,115,11263
1551,115,12450
1552,115,12451
1553,115,12452
1554,115,12453
1555,115,12454
1556,115,12455
1557,115,12490
1558,115,14024
1559,115,16357
1560,115,16358
1561,115,16511
1562,115,17291
1563,115,17603
1564,115,17901
1565,115,18269
1566,115,21782
1567,115,21783
1568,115,21784
1569,115,21786
1570,115,21791
1571,115,21792
1572,115,22903
1573,115,22904
1574,115,22905
1575,115,22906
1576,115,22907
1577,115,22908
1578,115,24645
1579,115,24646
1580,115,24647
1581,115,24648
1582,115,24649
1583,115,25539
1584,115,26278
1585,115,26281
1586,115,26282
1587,115,27118
1588,115,27119
1589,115,27147
1590,115,27149
1591,115,31073
1592,115,33514
1593,115,33527
1594,116,2691
1595,116,4226
1596,116,4227
1597,116,4228
1598,116,8243
1599,116,8244
1600,116,8245
1601,116,8246
1602,116,8247
1603,116,10144
1604,116,10809
1605,116,11194
1606,116,11195
1607,116,11196
1608,116,11197
1609,116,11451
1610,116,13430
1611,116,13431
1612,116,14656
1613,116,17877
1614,116,19143
1615,116,19146
1616,116,19149
1617,116,19152
1618,116,19153
1619,116,19151
1620,116,20114
1621,116,23754
1622,116,23755
1623,116,23756
1624,116,23757
1625,116,23801
1626,116,23802
1627,116,23805
1628,116,23806
1629,116,23823
1630,116,23824
1631,116,23897
1632,116,25427
1633,116,25428
1634,116,25429
1635,116,25430
1636,116,25431
1637,116,25432
1638,116,25433
1639,116,25436
1640,116,25438
1641,116,25439
1642,116,25440
1643,116,25441
1644,116,25442
1645,116,25443
1646,116,29070
1647,116,31159
1648,116,31165
1649,116,32855
1650,117,2599
1651,118,2662
1652,118,2664
1653,118,12315
1654,118,12316
1655,120,1084
1656,120,32509
1657,120,1151
1658,120,1861
1659,120,1862
1660,120,1868
1661,120,31691
1662,120,14060
1663,120,2685
1664,120,2758
1665,120,3090
1666,120,4133
1667,120,4314
1668,120,4317
1669,120,4318
1670,120,4330
1671,120,4331
1672,120,4332
1673,120,4333
1674,120,4334
1675,120,4339
1676,120,4340
1677,120,4341
1678,120,4719
1679,120,4787
1680,120,4788
1681,120,4850
1682,120,4854
1683,120,4941
1684,120,4942
1685,120,4324
1686,120,4945
1687,120,4947
1688,120,4951
1689,120,4953
1690,120,4322
1691,120,6718
1692,120,6975
1693,120,10093
1694,120,9390
1695,120,4321
1696,120,10171
1697,120,10212
1698,120,10222
1699,120,10297
1700,120,10366
1701,120,10411
1702,120,10922
1703,120,11280
1704,120,11281
1705,120,12074
1706,120,12381
1707,120,12382
1708,120,12383
1709,120,12641
1710,120,12642
1711,120,12643
1712,120,12644
1713,120,13761
1714,120,14025
1715,120,14510
1716,120,14511
1717,120,16319
1718,120,17134
1719,120,17740
1720,120,17902
1721,120,21336
1722,120,21337
1723,120,21338
1724,120,21339
1725,120,21340
1726,120,22704
1727,120,25272
1728,120,14868
1729,120,15491
1730,120,28634
1731,120,28635
1732,120,28636
1733,120,28638
1734,120,28639
1735,120,28640
1736,120,28694
1737,120,29105
1738,120,32510
1739,121,964
1740,121,11714
1741,121,2674
1742,121,2675
1743,121,2677
1744,121,2678
1745,121,2679
1746,121,17008
1747,121,3233
1748,121,3359
1749,121,3360
1750,121,3361
1751,121,3362
1752,121,3363
1753,121,3364
1754,121,3365
1755,121,3367
1756,121,3792
1757,121,4804
1758,121,4805
1759,121,4806
1760,121,4807
1761,121,4808
1762,121,4809
1763,121,4810
1764,121,4811
1765,121,4812
1766,121,4813
1767,121,4814
1768,121,4815
1769,121,4900
1770,121,4938
1771,121,4988
1772,121,4990
1773,121,5499
1774,121,5500
1775,121,5501
1776,121,5992
1777,121,6942
1778,121,6944
1779,121,6946
1780,121,6970
1781,121,6971
1782,121,6973
1783,121,7127
1784,121,7130
1785,121,7131
1786,121,7132
1787,121,7133
1788,121,7134
1789,121,7135
1790,121,7136
1791,121,7137
1792,121,7541
1793,121,8365
1794,121,8366
1795,121,8367
1796,121,9970
1797,121,9971
1798,121,9972
1799,121,10929
1800,121,10944
1801,121,10957
1802,121,11206
1803,121,11508
1804,121,11517
1805,121,11704
1806,121,13438
1807,121,13645
1808,121,13687
1809,121,14860
1810,121,14861
1811,121,17004
1812,121,17005
1813,121,17006
1814,121,17010
1815,121,17011
1816,121,23379
1817,121,25143
1818,121,28146
1819,121,33269
1820,121,34858
1821,121,34859
1822,121,34860
1823,122,1270
1824,122,21023
1825,122,2682
1826,122,3091
1827,122,3092
1828,122,3093
1829,122,3094
1830,122,3096
1831,122,3097
1832,122,5541
1833,122,5542
1834,122,6306
1835,122,8363
1836,122,8749
1837,122,8752
1838,122,9101
1839,122,9103
1840,122,13643
1841,122,13799
1842,122,16317
1843,122,19767
1844,122,19768
1845,122,20814
1846,122,20816
1847,122,20818
1848,122,20952
1849,122,21020
1850,122,21021
1851,122,21022
1852,122,21953
1853,122,21954
1854,122,22149
1855,122,22150
1856,122,22151
1857,122,24365
1858,122,25411
1859,122,25765
1860,122,25764
1861,122,26241
1862,122,26242
1863,122,26243
1864,122,28692
1865,122,28693
1866,122,29507
1867,122,30141
1868,122,30153
1869,122,30165
1870,122,30166
1871,122,30167
1872,122,30168
1873,122,30414
1874,122,31291
1875,122,31292
1876,124,2700
1877,124,2701
1878,124,2703
1879,124,2706
1880,124,2707
1881,124,2708
1882,124,15665
1883,124,31037
1884,124,31038
1885,124,31039
1886,124,31040
1887,124,31043
1888,124,31046
1889,124,31047
